ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-10-01T12:36:28Z,ios,176898,LT,84.15.176.14,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786011,False
2024-10-01T12:40:08Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786186,False
2024-10-01T12:43:04Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786407,False
2024-10-01T12:45:59Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786582,False
2024-10-01T12:48:54Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786757,False
2024-10-01T12:51:50Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727786933,False
2024-10-01T12:54:49Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727787108,False
2024-10-01T12:57:56Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727787287,False
2024-10-01T13:01:15Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727787474,False
2024-10-01T13:04:10Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727787673,False
2024-10-01T13:07:06Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727787849,False
2024-10-01T13:10:02Z,ios,176898,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,trackdone,False,False,False,1727788025,False
2024-10-01T15:01:01Z,ios,64702,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,trackdone,fwdbtn,False,True,False,1727788200,False
2024-10-01T16:02:31Z,ios,2902,LT,84.15.176.14,XTAYALIVE (Sped Up),jnhygs,XTAYALIVE (Remixes),spotify:track:3kT9d883WaRCyzvDyRTagb,,,,,,,,fwdbtn,fwdbtn,False,True,False,1727794861,False
2024-10-01T16:36:32Z,ios,1904,LT,78.61.198.127,khaos emerald,9lives,#exclusive,spotify:track:3KCK7509rDq8dPZ1Cm9bpY,,,,,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,1727798551,False
2024-10-02T04:18:45Z,ios,185000,LT,78.61.198.127,Oh Ana - Mother Version,Mother Mother,Mother EP,spotify:track:6uOuBt7CUIrIgjnjXLiNs6,,,,,,,,playbtn,trackdone,True,False,False,1727842541,False
2024-10-02T04:18:48Z,ios,4506,LT,78.61.198.127,Intro,Mother Mother,Mother EP,spotify:track:5ZptJPfWyB56MvXd5pRzdn,,,,,,,,trackdone,trackdone,True,False,False,1727842723,False
2024-10-02T04:21:24Z,ios,157000,LT,78.61.198.127,Babies,Mother Mother,Mother EP,spotify:track:4j4PrPjWn6ZovhlzvPAETh,,,,,,,,trackdone,trackdone,True,False,False,1727842726,False
2024-10-02T04:22:36Z,ios,74000,LT,84.15.177.176,Home Recording,Mother Mother,Mother EP,spotify:track:4jqCUL4t0IGYrFTfq6mbMt,,,,,,,,trackdone,trackdone,True,False,False,1727842882,False
2024-10-02T04:22:50Z,ios,9939,LT,78.61.198.127,Fat Kids,Mother Mother,Mother EP,spotify:track:6FR28ac44LNeSvA0sbqayI,,,,,,,,trackdone,logout,True,False,False,1727842954,False
2024-11-06T15:54:31Z,ios,3668,LT,78.61.198.127,Human Pills,Kap Bambino,Blacklist,spotify:track:1ZYTIBBOW1Aw4MZF5zQvdK,,,,,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,1730907087,False
2024-11-06T15:54:53Z,ios,2183,LT,78.61.198.127,Human Pills,Kap Bambino,Blacklist,spotify:track:1ZYTIBBOW1Aw4MZF5zQvdK,,,,,,,,appload,fwdbtn,False,True,False,1730908470,False
2024-11-06T15:55:40Z,ios,6803,LT,78.61.198.127,I Am a Poseur,X-Ray Spex,Germ Free Adolescents,spotify:track:5Aux6GnqPx1vmo7lxQfzhd,,,,,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,1730908493,False
2024-11-06T15:57:16Z,ios,59141,LT,78.61.198.127,I Am a Poseur,X-Ray Spex,Germ Free Adolescents,spotify:track:5Aux6GnqPx1vmo7lxQfzhd,,,,,,,,appload,fwdbtn,False,True,False,1730908540,False
2024-11-06T18:34:13Z,ios,2530,LT,78.61.198.127,Numbers (I Can Only Count to Four),Psychostick,Space Vampires vs Zombie Dinosaurs in 3D,spotify:track:3DVjSnt1HId4Qb8oL5Mjs8,,,,,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,1730908636,False
2024-11-06T18:35:57Z,ios,186,LT,78.61.198.127,Numbers (I Can Only Count to Four),Psychostick,Space Vampires vs Zombie Dinosaurs in 3D,spotify:track:3DVjSnt1HId4Qb8oL5Mjs8,,,,,,,,appload,endplay,False,True,False,1730918053,False
2024-11-06T18:38:38Z,ios,156936,LT,78.61.198.127,serial experiment lain,sulie,jade,spotify:track:2NC3IlZDRJFv6c4xzXetkW,,,,,,,,clickrow,trackdone,False,False,False,1730918157,False
2024-11-06T18:42:04Z,ios,207595,LT,78.61.198.127,serial experiment lain,sulie,jade,spotify:track:2NC3IlZDRJFv6c4xzXetkW,,,,,,,,trackdone,trackdone,False,False,False,1730918316,False
2024-11-06T18:49:31Z,ios,43296,LT,78.61.198.127,serial experiment lain,sulie,jade,spotify:track:2NC3IlZDRJFv6c4xzXetkW,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1730918522,False
2024-11-07T15:58:38Z,ios,0,LT,78.61.198.127,serial experiment lain,sulie,jade,spotify:track:2NC3IlZDRJFv6c4xzXetkW,,,,,,,,appload,endplay,False,True,False,1730995113,False
2024-11-07T15:58:44Z,ios,3599,LT,78.61.198.127,BOUNCE IT!,jnhygs,BOUNCE IT!,spotify:track:5yUqYVGG8FDe84cYgAuyK5,,,,,,,,clickrow,fwdbtn,False,True,False,1730995118,False
2024-11-07T15:58:45Z,ios,882,LT,78.61.198.127,masquerade,confetticannons,masquerade,spotify:track:7eYFoBA4eBTY10rPTyhpRJ,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995124,False
2024-11-07T15:58:49Z,ios,1880,LT,78.61.198.127,miss ur chance,smcukers,miss ur chance,spotify:track:3VhJJvl7QALfjY5Jf3Xq6x,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995125,False
2024-11-07T15:58:51Z,ios,1323,LT,78.61.198.127,uh oh,prodkaz,uh oh,spotify:track:33hpNKLmDZ21VEGS9CelfY,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995129,False
2024-11-07T15:58:52Z,ios,743,LT,78.61.198.127,Diamonds & Pearls,QKReign,Diamonds & Pearls,spotify:track:6N8Zjscr2XkiGAV5EhKPjs,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995131,False
2024-11-07T15:58:57Z,ios,3413,LT,78.61.198.127,Whats Your Type?,jalenrekt,Whats Your Type?,spotify:track:2p2c2BsLVjpFuXCqEMw6QA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995132,False
2024-11-07T15:58:59Z,ios,1555,LT,78.61.198.127,melody,confetticannons,melody,spotify:track:3ekAub8kTeqcmqcuLnEHQD,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995137,False
2024-11-07T15:59:07Z,ios,8173,LT,78.61.198.127,MONEY BAGS! MONEY BAGS!,Forsaken,MONEY BAGS! MONEY BAGS!,spotify:track:2kBbYszp2G6qZVdxrRdhXp,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995139,False
2024-11-07T15:59:09Z,ios,1277,LT,78.61.198.127,WATER,Black Dresses,THANK YOU,spotify:track:4WGLhqGYjnbeLKI3lnS5XX,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995147,False
2024-11-07T15:59:10Z,ios,0,LT,78.61.198.127,Welovetoken - Jerseyclub Remix,welovetoken,Welovetoken,spotify:track:3q4pWg5UHRwNtqEsJsU27f,,,,,,,,fwdbtn,backbtn,False,True,False,1730995149,False
2024-11-07T15:59:17Z,ios,7245,LT,78.61.198.127,WATER,Black Dresses,THANK YOU,spotify:track:4WGLhqGYjnbeLKI3lnS5XX,,,,,,,,backbtn,fwdbtn,False,True,False,1730995150,False
2024-11-07T15:59:19Z,ios,2298,LT,78.61.198.127,Welovetoken - Jerseyclub Remix,welovetoken,Welovetoken,spotify:track:3q4pWg5UHRwNtqEsJsU27f,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995157,False
2024-11-07T15:59:21Z,ios,719,LT,78.61.198.127,jerseydevil,Maigo,jerseydevil,spotify:track:5W2XSlaFOx3HvX7YtexiG2,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995159,False
2024-11-07T15:59:23Z,ios,1602,LT,78.61.198.127,precure ahh beat,prodkaz,Precure ahh beat,spotify:track:2KiH8mR4J2awWzOeJ0bjkQ,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995161,False
2024-11-07T15:59:24Z,ios,696,LT,78.61.198.127,tension,saraunh0ly,tension,spotify:track:01kclZe2YxCS39ykf4Wpzd,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995163,False
2024-11-07T15:59:27Z,ios,1904,LT,78.61.198.127,wutiwant,Unjaps,wutiwant,spotify:track:72lexr4QsTRLoQWZkcisXN,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995164,False
2024-11-07T15:59:30Z,ios,2043,LT,78.61.198.127,Urge,E.O.D.N,Kill La Kill,spotify:track:3gMGhQhl3NXFF49n3PCOUA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1730995167,False
2024-11-07T16:01:34Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,fwdbtn,trackdone,False,False,False,1730995170,False
2024-11-07T16:02:17Z,ios,43072,LT,78.61.198.127,God race (temptation stairway) jersey club,Nuvfr,God race (temptation stairway) jersey club,spotify:track:2nEEhfqmfg5q397tCldZy6,,,,,,,,trackdone,backbtn,False,True,False,1730995292,False
2024-11-07T16:04:20Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,backbtn,trackdone,False,False,False,1730995337,False
2024-11-22T21:47:08Z,ios,91812,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1732282676,False
2024-11-23T11:20:15Z,ios,2647,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1732312568,False
2024-11-23T11:20:39Z,ios,418,LT,78.61.198.127,Vent,NOIT,Vent,spotify:track:4yMXKeuRDOIzrh3fBiJYds,,,,,,,,appload,endplay,True,True,False,1732360815,False
2024-11-23T11:20:41Z,ios,1625,LT,78.61.198.127,Again & Again,the bird and the bee,the bird and the bee,spotify:track:3Kh7jZ6QdVJJq63A3xRneN,,,,,,,,playbtn,fwdbtn,True,True,False,1732360839,False
2024-11-23T11:20:46Z,ios,2832,LT,78.61.198.127,Crucified - Radio Edit,Army Of Lovers,Massive Luxury Overdose,spotify:track:09OKEiKltU6AvvrEtE92OY,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360841,False
2024-11-23T11:21:58Z,ios,70124,LT,78.61.198.127,Baby Got Back,Sir Mix-A-Lot,Baby Got Back,spotify:track:4IbO7Eh1QlgNCvoX5wgGBr,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360846,False
2024-11-23T11:21:59Z,ios,1184,LT,78.61.198.127,Judas,Lady Gaga,Born This Way,spotify:track:7F25roCtYi55JouckaayPC,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360918,False
2024-11-23T11:22:01Z,ios,557,LT,78.61.198.127,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360921,False
2024-11-23T11:22:01Z,ios,0,LT,78.61.198.127,7 Weeks & 3 Days,yungatita,Over You,spotify:track:0fO1pBw5d9elBhAo0OleA0,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360919,False
2024-11-23T11:22:03Z,ios,789,LT,78.61.198.127,The Red Means I Love You,Madds Buckley,Sunset on Summerville,spotify:track:3FD23QWCO0aP7fzKXHCDE8,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360921,False
2024-11-23T11:22:04Z,ios,952,LT,78.61.198.127,From The Start,Laufey,Bewitched,spotify:track:43iIQbw5hx986dUEZbr3eN,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360923,False
2024-11-23T11:22:05Z,ios,0,LT,78.61.198.127,Dark Red,Steve Lacy,Dark Red,spotify:track:3EaJDYHA0KnX88JvDhL9oa,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360924,False
2024-11-23T11:22:06Z,ios,394,LT,78.61.198.127,Government Hooker,Lady Gaga,Born This Way,spotify:track:6LGwEHsFbxt7BgDwGXqFgj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360925,False
2024-11-23T11:22:09Z,ios,2113,LT,78.61.198.127,Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),spotify:track:030OCtLMrljNhp8OWHBWW3,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360926,False
2024-11-23T11:22:10Z,ios,116,LT,78.61.198.127,Young Girl A,Siinamota,Alive,spotify:track:5sPKAEb7afrIMtdqEnI6H6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360929,False
2024-11-23T11:22:30Z,ios,17461,LT,78.61.198.127,Chicago,Michael Jackson,XSCAPE,spotify:track:5BKKy9fIJL5uM9fz1SnqyP,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360930,False
2024-11-23T11:22:31Z,ios,952,LT,78.61.198.127,Army Dreamers - 2018 Remaster,Kate Bush,Never for Ever,spotify:track:135ArLV1euyyeegU9D8HVR,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732360950,False
2024-11-23T11:22:38Z,ios,301,LT,78.61.198.127,Army Dreamers - 2018 Remaster,Kate Bush,Never for Ever,spotify:track:135ArLV1euyyeegU9D8HVR,,,,,,,,backbtn,backbtn,True,True,False,1732360958,False
2024-11-23T11:22:38Z,ios,4782,LT,78.61.198.127,Verbatim,Mother Mother,Touch Up,spotify:track:4IA6pgGRmqfxWGAfyZ8cgR,,,,,,,,fwdbtn,backbtn,True,True,False,1732360951,False
2024-11-23T11:23:09Z,ios,31021,LT,78.61.198.127,Chicago,Michael Jackson,XSCAPE,spotify:track:5BKKy9fIJL5uM9fz1SnqyP,,,,,,,,backbtn,endplay,True,True,False,1732360958,False
2024-11-23T11:27:08Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,clickrow,trackdone,True,False,False,1732360989,False
2024-11-23T11:31:09Z,ios,239225,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732361226,False
2024-11-23T11:35:12Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732361467,False
2024-11-23T11:39:13Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732361711,False
2024-11-23T11:43:11Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732361951,False
2024-11-23T12:21:06Z,ios,33011,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,fwdbtn,True,True,False,1732362189,False
2024-11-23T13:28:53Z,ios,7546,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732364466,False
2024-11-23T13:59:56Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,fwdbtn,trackdone,True,False,False,1732368533,False
2024-11-23T14:03:54Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732370394,False
2024-11-23T14:07:51Z,ios,239225,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732370632,False
2024-11-23T14:11:49Z,ios,239226,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732370870,False
2024-11-23T14:15:47Z,ios,239225,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,trackdone,True,False,False,1732371107,False
2024-11-23T14:18:00Z,ios,127725,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,trackdone,fwdbtn,True,True,False,1732371345,False
2024-11-23T14:18:04Z,ios,2113,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,fwdbtn,fwdbtn,True,True,False,1732371480,False
2024-11-23T17:52:30Z,ios,96014,LT,78.61.198.127,Remember the Time,Michael Jackson,Dangerous,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,,,,,,,,fwdbtn,endplay,True,True,False,1732371484,False
2024-11-23T17:55:29Z,ios,178758,LT,78.61.198.127,It's Going Down Now,高橋あず美,Persona 3 Reload Original Soundtrack,spotify:track:3znIACSXPLn3HFCf7moZ28,,,,,,,,clickrow,trackdone,True,False,False,1732384350,False
2024-11-23T17:58:33Z,ios,186093,LT,78.61.198.127,It's Going Down Now,高橋あず美,Persona 3 Reload Original Soundtrack,spotify:track:3znIACSXPLn3HFCf7moZ28,,,,,,,,trackdone,trackdone,True,False,False,1732384527,False
2024-11-23T18:01:38Z,ios,186093,LT,78.61.198.127,It's Going Down Now,高橋あず美,Persona 3 Reload Original Soundtrack,spotify:track:3znIACSXPLn3HFCf7moZ28,,,,,,,,trackdone,trackdone,True,False,False,1732384711,False
2024-11-23T18:04:42Z,ios,186093,LT,78.61.198.127,It's Going Down Now,高橋あず美,Persona 3 Reload Original Soundtrack,spotify:track:3znIACSXPLn3HFCf7moZ28,,,,,,,,trackdone,trackdone,True,False,False,1732384896,False
2024-11-23T22:15:23Z,ios,53446,LT,78.61.198.127,It's Going Down Now,高橋あず美,Persona 3 Reload Original Soundtrack,spotify:track:3znIACSXPLn3HFCf7moZ28,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1732385081,False
2024-11-23T22:18:43Z,ios,169006,LT,78.61.198.127,Mis,Alex G,Rules,spotify:track:0lGTVZfU82bYT2uJw22Kz4,,,,,,,,clickrow,trackdone,True,False,False,1732400155,False
2024-11-23T22:22:02Z,ios,200680,LT,78.61.198.127,Mis,Alex G,Rules,spotify:track:0lGTVZfU82bYT2uJw22Kz4,,,,,,,,trackdone,trackdone,True,False,False,1732400321,False
2024-11-23T22:26:32Z,ios,200680,LT,78.61.198.127,Mis,Alex G,Rules,spotify:track:0lGTVZfU82bYT2uJw22Kz4,,,,,,,,trackdone,trackdone,True,False,False,1732400520,True
2024-11-23T22:30:55Z,ios,200680,LT,78.61.198.127,Mis,Alex G,Rules,spotify:track:0lGTVZfU82bYT2uJw22Kz4,,,,,,,,trackdone,trackdone,True,False,False,1732400791,True
2024-11-07T16:06:30Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,trackdone,trackdone,False,False,False,1730995458,False
2024-11-07T16:08:33Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,trackdone,trackdone,False,False,False,1730995588,False
2024-11-07T16:10:36Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,trackdone,trackdone,False,False,False,1730995711,False
2024-11-07T16:12:39Z,ios,124629,LT,78.61.198.127,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,trackdone,trackdone,False,False,False,1730995835,False
2024-11-07T17:04:10Z,ios,103539,LT,84.15.184.115,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,trackdone,endplay,False,True,False,1730995958,False
2024-11-07T17:04:17Z,ios,6896,LT,84.15.184.115,Cigarettes out the Window,TV Girl,Who Really Cares,spotify:track:6QeYSvYqYUsfBzsApbjDHO,,,,,,,,playbtn,endplay,False,True,False,1730999050,False
2024-11-07T17:04:29Z,ios,10936,LT,84.15.184.115,Dinner @ Brasserie Zédel,Luvcat,Dinner @ Brasserie Zédel,spotify:track:2OE8encLnOWQEsmcJTifeZ,,,,,,,,clickrow,endplay,False,True,False,1730999057,False
2024-11-07T17:04:29Z,ios,650,LT,84.15.184.115,Vampire Empire,Big Thief,Vampire Empire,spotify:track:0ToG55iJZCOzZkcpWbXxpW,,,,,,,,playbtn,endplay,True,True,False,1730999069,False
2024-11-07T17:04:31Z,ios,1996,LT,84.15.184.115,Toxic,Britney Spears,In The Zone,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,,,,,,,,playbtn,fwdbtn,True,True,False,1730999069,False
2024-11-07T17:04:32Z,ios,603,LT,84.15.184.115,Livin' la Vida Loca,Ricky Martin,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999071,False
2024-11-07T17:04:33Z,ios,580,LT,84.15.184.115,Wet,Dazey and the Scouts,Maggot,spotify:track:7yBjQ29XKxHlxuqycHuvmm,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999072,False
2024-11-07T17:04:36Z,ios,3204,LT,84.15.184.115,Shut Me Up,Mindless Self Indulgence,You'll Rebel to Anything (Expanded and Remastered 2008),spotify:track:3oZUlZMXkj51AyYG8lGaE7,,,,,,,,fwdbtn,endplay,True,True,False,1730999073,False
2024-11-07T17:04:45Z,ios,8916,LT,84.15.184.115,BOUNCE IT!,jnhygs,BOUNCE IT!,spotify:track:5yUqYVGG8FDe84cYgAuyK5,,,,,,,,playbtn,fwdbtn,False,True,False,1730999076,False
2024-11-07T17:04:47Z,ios,1300,LT,84.15.184.115,Wutiwant (Best Part) - Slowed & Reverb,22echos,Wutiwant (Best Part),spotify:track:3vq3QeOc5B6NQJs66mkbcw,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999085,False
2024-11-07T17:04:49Z,ios,2554,LT,84.15.184.115,Cursed Love,QKReign,Cursed Love,spotify:track:2lalAaatEj0LLaGJJJda1x,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999087,False
2024-11-07T17:04:54Z,ios,4133,LT,84.15.184.115,Love For You - Slowed Down,LOVELI LORI,Love For You,spotify:track:0P1uMdOX3TPvGMZh0SU7uR,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999089,False
2024-11-07T17:04:56Z,ios,2182,LT,84.15.184.115,Promenade,Karmadiesz,Promenade,spotify:track:5Uqfv5GKOVyFt7YAuiuNoF,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999094,False
2024-11-07T17:05:08Z,ios,12120,LT,84.15.184.115,Nintendo Remix,jalenrekt,Nintendo (Remix),spotify:track:7q0RwZgmp6AkBx09yBUqrF,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999096,False
2024-11-07T17:05:15Z,ios,7383,LT,84.15.184.115,stuckagainn,saraunh0ly,stuckagainn,spotify:track:2x9oJTJ3DXAgv0ZdiKollp,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999108,False
2024-11-07T17:05:17Z,ios,1834,LT,84.15.184.115,WATCH MY STEP!,durpo1x,WATCH MY STEP!,spotify:track:6faR76VkExOjiIvO9KFzk7,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999115,False
2024-11-07T17:05:19Z,ios,1950,LT,84.15.184.115,P Switch (Jersey Club),Fazobeats,P Switch (Jersey Club),spotify:track:0ZivlXebBoLWQAgcEevkTt,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999117,False
2024-11-07T17:05:21Z,ios,1764,LT,84.15.184.115,IMPULSIVE PERSONA - Slowed,$werve,IMPULSIVE PERSONA,spotify:track:3Q8tLIxorB2siKYTRMGUXf,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999119,False
2024-11-07T17:05:24Z,ios,2786,LT,84.15.184.115,(dont)lizzen2diz,saraunh0ly,(dont)lizzen2diz,spotify:track:6fyXn6VqOniTEnaQmpld3Y,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999121,False
2024-11-07T17:05:26Z,ios,1532,LT,84.15.184.115,Clear Eyes,Healed9,Clear Eyes,spotify:track:2nrrNnaJL85ME33D1PCId6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999124,False
2024-11-07T17:05:27Z,ios,1787,LT,84.15.184.115,IN MY HEAD!,SUPXR,IN MY HEAD!,spotify:track:2rGeYg6bTsXgYq23pLkXCT,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999126,False
2024-11-07T17:05:29Z,ios,1811,LT,84.15.184.115,2GOOD4U,Marluxiam,2GOOD4U,spotify:track:24Wv2UuvcrTz2Lbl1o5efz,,,,,,,,fwdbtn,fwdbtn,True,True,False,1730999127,False
